wikidata_id,wikipedia_title,status,text
Q1958273,Sertanejo music,ok,"Sertanejo music (Brazilian Portuguese pronunciation: [seʁ.taˈne.ʒu]) is a term used to refer to a musical style of Brazil. For some, it is the folk music of São Paulo, which emerged during the Brazilian colonial period, and popularized in the 1920s, while others argue that it is a variation or urbanization of Caipira music, which is integrated into Caipira culture."
Q196999,Zeuhl,ok,"Zeuhl (pronounced [zœl]; lit. 'celestial') is a music genre that is a hybrid of jazz fusion, symphonic rock and neoclassical music, established in 1969 by the French band Magma. The term comes from Kobaïan, the fictional language created by Magma's Christian Vander and Klaus Blasquiz for Magma, in which Zeuhl Ẁortz means approximately 'celestial force'."
Q19708376,Frat rap,ok,"Frat rap is a subgenre of hip hop music that emerged in the late 2000s. It is sonically easygoing with a straightforward rhyming style and singsong cadence accompanied by a lyrical focal point on coming of age hedonism, which can include campus lifestyle, debaucherous parties, recreational drugs, and women. Frat rap quickly became commercially popular among a predominantly white, college-aged, suburban male audience in the northeastern United States. Asher Roth's 2009 song ""I Love College"" is considered to have initiated the subgenre. Notable frat rappers such as Mac Miller and Lil Dicky later became successful in mainstream hip hop."
Q1973457,Seguidilla,ok,"The seguidilla (Spanish: [seɣiˈðiʎa]; plural in both English and Spanish seguidillas; diminutive of seguida, which means ""sequence"" and is the name of a dance) is an old Castilian folksong and dance form in quick triple time for two people with many regional variations. The music is generally in a major key and often begins on an offbeat.

The term is also used for a Spanish stanza form with four to seven short, partly assonant lines in a characteristic rhythm."
Q19754215,Cante Alentejano,ok,"Cante Alentejano is a Portuguese music genre based on vocal music without instrumentation from the Alentejo region. It was inscribed in 2014 in UNESCO's Representative List of the Intangible Cultural Heritage of Humanity, one of two Portuguese music traditions, the other being Fado. Its origins come from a similar popular music genre created in the region of Minde by campinos. It is said that the habit of singing without instruments was common in bull-herding as a means to coordinate efforts among the campinos."
Q19816,Batucada,ok,"Batucada ([batuˈkadɐ]) is a substyle of samba and refers to a percussive style, usually performed by an ensemble, known as a bateria. Batucada music is characterized by its syncopated style and fast pace with a marked rhythm.

Originally from Rio de Janeiro and Bahia, Brazil, the rhythm has become popular around the world and is played specially in carnival festivities and celebrations, and also in street performances many times using big percussionist ensembles for greater impact. In some parts of Spain it has become a popular music, especially in parades and carnivals. During the Chinese New Year celebrations in the city of València, the Batuchina is played, an adaptation of Batucada to Chinese Traditional Music sounds."
Q19820570,Ma'luf,ok,"Ma'luf (Arabic: مألوف, romanized: acquainted, familiar Ma'lūf) is a genre of art music in the Andalusian classical music tradition of Algeria, Libya, and Tunisia. It is of Iberian origin and was introduced to the Maghreb by Andalusi refugees."
Q1983750,Mainstream hardcore,ok,"Mainstream hardcore, mainstyle or nu style gabber is a subgenre of hardcore techno. The essence of mainstream hardcore sound is a distorted bass drum sound, overdriven to the point where it becomes clipped into a distorted square wave and makes a recognizably melodic tone.

Often the Roland Alpha Juno or the kick from a Roland TR-909 was used to create this sound. Mainstream hardcore tracks typically include samples and synthesized melodies with the typical tempo ranging from 165 to 180 bpm. Violence, drugs and profanity are common themes in mainstream hardcore, perceptible through its samples and lyrics, often screamed, pitch shifted, or distorted."
Q1987105,Grebo (music),ok,"Grebo (or grebo rock) was a short-lived subculture and broadly defined subgenre of indie rock centred around the English Midlands, particularly Stourbridge and Leicester. Musically, the genre incorporated elements of electronic, punk rock, folk and hip hop music into indie rock. The scene occupied the period in the late 1980s and early 1990s in the United Kingdom before the popularisation of Britpop and grunge."
Q1987980,Breakstep,ok,"Breakstep, or breakbeat garage, is a genre of music that evolved from the UK garage scene and influenced the emergence of dubstep."
Q1989725,Nigun,ok,"A nigun (Hebrew: ניגון, 'tune' or 'melody'; pl. nigunim) or niggun (pl. niggun) is a form of Ashkenazi Jewish vocal music sung in group settings. Nigunim are melodic tunes, often using repetitive non-lexical vocables such as ""bim-bim-bam"", ""lai-lai-lai"", ""yai-yai-yai"", or ""ai-ai-ai"" rather than with formal lyrics. Sometimes, a nigun is expressed as a mystical musical form of Jewish prayer or glossolalia. Hebrew Biblical verses or quotes from other classical Jewish texts are sometimes sung repetitively to form a nigun. Some nigunim are sung as prayers of lament, while others may be joyous or victorious in theme."
Q1990122,Celtic punk,ok,"Celtic punk is punk rock mixed with traditional Celtic music. Celtic punk bands often play traditional Celtic folk songs, contemporary/political folk songs, and original compositions. Common themes in Celtic punk music include politics, Celtic culture (particularly Gaelic culture) and identity, heritage, religion, drinking and working class pride.

The genre was popularised in the 1980s by the Pogues. It is considered part of the broader folk punk genre, although that term is often used in North America for acoustic forms of punk rock rather than a mixture of traditional folk music and punk rock. The genre was reinforced in the 2000s by bands such as Dropkick Murphys and Flogging Molly.

The typical Celtic punk band includes rock instrumentation as well as traditional instruments such as bagpipes, fiddle, tin whistle, accordion, mandolin, and banjo. Like Celtic rock, Celtic punk is a form of Celtic fusion."
